0.07098828,0.37786229,1.00000000,1.00000000,1.00000000,0.81335462,0.65359517,0.63139355,0.63305402,0.57814682,0.65127903,0.99429734,1.00000000,0.99722872,0.94837747,0.91335603,0.98565289,1.00000000,1.00000000,1.00000000,0.94241788,0.85952969,0.96013126,0.99260184,1.00000000,1.00000000,0.99868067,0.31117268,0.04092770,0.18501846,0.36763448,0.71755572,0.93597828,0.88663505,0.37641991,0.39668284,0.50810295,0.68327864,0.84553989,0.98913884
0.00138486,0.09137730,0.79744023,1.00000000,1.00000000,0.80732684,0.64243197,0.57940955,0.66783528,0.72342873,0.62184206,0.71812262,0.99432723,1.00000000,1.00000000,0.97279468,0.91390386,0.83119066,0.99367610,0.75151151,0.46642900,0.23825065,1.00000000,1.00000000,1.00000000,0.99612902,0.94499873,0.41249640,0.03832182,0.00000000,0.19979303,0.95218137,0.97565969,0.97148744,0.51284649,0.29363865,0.45425681,0.75357614,0.74632929,0.86388287
0.17364574,0.48834133,0.96084450,1.00000000,1.00000000,0.87957831,0.79111699,0.87444010,0.94909593,0.90273844,0.81797215,0.94005674,1.00000000,1.00000000,1.00000000,0.96179060,0.87341114,0.83181230,0.92799600,1.00000000,1.00000000,0.78481927,0.74006880,1.00000000,1.00000000,1.00000000,0.99921392,0.79259733,0.22608105,0.12966232,0.38187229,0.89854393,0.88266539,0.81475180,0.40483882,0.45684811,0.69270111,0.82315082,0.56628445,0.75577239
0.01739892,0.24379580,0.84284642,1.00000000,1.00000000,0.86108058,0.69284799,0.66471694,0.68455299,0.52791145,0.54359857,0.79596059,0.95252694,0.93760863,0.96584977,1.00000000,1.00000000,1.00000000,1.00000000,0.93575039,0.91568953,0.95797279,0.96482967,0.99933068,1.00000000,1.00000000,0.99878907,0.41465116,0.12924351,0.10867470,0.23559739,0.94066257,0.96746404,0.95175559,0.79369315,0.60616214,0.66619971,0.75806897,0.51958754,0.81259603
0.00000000,0.00711469,0.58866253,0.97821052,1.00000000,0.89517066,0.65479220,0.54986326,0.72845422,0.73787623,0.72757072,0.70695717,0.99291020,0.97520187,0.99352918,1.00000000,1.00000000,0.79868146,0.41853970,0.38232637,0.31464253,0.37371313,1.00000000,0.99964141,0.98773485,0.97470340,0.93142655,0.21812226,0.12314304,0.07924344,0.21140855,0.96025125,0.98317570,0.98586572,0.96002268,0.64246688,0.61530968,0.69467107,0.47735850,0.73430346
0.00400303,0.14795900,0.50722014,0.76200660,0.95128620,0.97952738,0.95012047,0.94716131,0.90384239,0.81638907,0.68027109,0.72958342,1.00000000,1.00000000,1.00000000,0.97079477,0.79572524,0.28998941,0.43138054,0.56192595,0.47169426,0.69721679,1.00000000,1.00000000,0.99766565,0.99096414,0.97926366,0.67198275,0.22567273,0.11374383,0.35900565,0.89868716,0.89703519,0.92048437,0.96119221,0.83092375,0.72490257,0.70174819,0.45147644,0.66222460
0.24364500,0.36510932,0.54178735,0.70553619,0.84320337,0.96026767,0.98588913,0.97348021,0.66808726,0.48317524,0.50854301,0.65168239,0.86420853,0.94876070,1.00000000,1.00000000,0.72980071,0.11234199,0.08216281,0.43975110,0.52392825,0.71239682,0.99206265,1.00000000,0.99982977,0.99901783,0.99828561,0.58716422,0.21732329,0.10193391,0.28677253,0.89692864,0.90909863,0.95729967,0.98353388,0.97999181,0.79064857,0.66511881,0.31130998,0.66269208
0.46001820,0.44357563,0.54510971,0.64433125,0.76091129,0.88793942,0.93941459,1.00000000,0.97287609,0.75073397,0.55160120,0.54969907,0.76691625,0.84576569,0.98646736,1.00000000,1.00000000,0.68710597,0.31028054,0.23212222,0.13641353,0.27675911,0.91637669,1.00000000,0.99829792,0.98422428,0.74336306,0.22644095,0.15643846,0.09966694,0.24377760,0.89424221,0.91901322,0.96472425,0.97153818,0.98011561,0.75065492,0.51114679,0.12580506,0.58511318
0.64270680,0.49893767,0.41871229,0.51281867,0.70189445,0.96087725,1.00000000,1.00000000,1.00000000,0.88931117,0.70929864,0.73971968,0.86302772,0.93483234,0.98688960,1.00000000,0.94561127,0.42662358,0.35450556,0.36733705,0.20931476,0.52709835,1.00000000,1.00000000,1.00000000,0.97567422,0.86737120,0.40786811,0.25638543,0.17647654,0.39353730,0.87169817,0.87866456,0.94296700,0.96432761,0.96934049,0.75308874,0.48443606,0.30419990,0.57360914
0.80689804,0.71183043,0.42636330,0.37615951,0.57466870,0.95672164,1.00000000,1.00000000,0.86691615,0.64572037,0.58262871,0.71963306,0.80236024,0.94545477,1.00000000,1.00000000,0.80266081,0.35636073,0.51843009,0.60927651,0.36238339,0.33962258,1.00000000,1.00000000,1.00000000,0.98565739,0.86717559,0.40312413,0.22888888,0.10507563,0.29424684,0.85104672,0.89233870,0.96734876,0.97854052,0.96763865,0.73367768,0.49361100,0.28325212,0.79173641
